seed,scenario,strategy,jobs,success_rate,stranded,duplicate_generations,total_cost,cost_per_1k_success,retry_amplification,p50_completion_s,p95_completion_s,p99_completion_s,window_jobs,window_success_rate,window_p50_completion_s,window_p95_completion_s,window_p99_completion_s
4,hard_outage,naive_retry,549,0.9981785063752276,0,3,676.799999999997,1235.0364963503596,1.4863387978142077,99.5492872623056,224.23950356732348,306.4663612664583,241,0.995850622406639,124.15225459988187,249.93778055147504,322.4469090438831
5,hard_outage,naive_retry,522,0.9980842911877394,0,4,643.9999999999975,1236.0844529750432,1.4578544061302683,97.1339767892598,223.40572274069268,327.9595888532415,215,0.9953488372093023,119.2950421436733,236.6236893365333,399.53959188168574
6,hard_outage,naive_retry,563,0.9982238010657194,0,1,691.199999999997,1229.8932384341583,1.4671403197158082,101.2842791086482,206.87363594825501,269.36401977254536,239,0.99581589958159,120.93864193002173,242.19679255733536,307.03197781988706
7,hard_outage,naive_retry,540,1.0,0,4,661.1999999999972,1224.4444444444393,1.4425925925925926,96.09986515177252,224.5753002039537,357.3840225743544,212,1.0,127.19578021715347,242.83100238283032,309.6615239457806
8,hard_outage,naive_retry,545,0.998165137614679,0,3,668.1999999999969,1228.308823529406,1.4477064220183486,96.48074318107513,218.36291181226784,329.68798635808844,220,0.9954545454545455,129.9834687887071,242.16939230290564,329.68798635808844
9,hard_outage,naive_retry,595,1.0,0,2,739.3999999999961,1242.6890756302455,1.504201680672269,101.59172984305224,218.282826293349,304.6272958984405,273,1.0,120.83499691652287,237.70294797736517,325.8733914080824
10,hard_outage,naive_retry,518,0.9980694980694981,0,2,633.9999999999977,1226.3056092843283,1.445945945945946,98.3757793901263,222.52338783223036,290.2352165729458,206,0.9951456310679612,118.52542890780956,249.56244016807,421.80826847041544
11,hard_outage,naive_retry,542,1.0,0,6,681.7999999999967,1257.933579335787,1.5055350553505535,100.5349030167938,219.7543749819513,364.16530928835164,243,1.0,126.52549945420424,247.29253116128257,395.556429310609
12,hard_outage,naive_retry,501,0.9960079840319361,0,4,619.7999999999975,1242.0841683366684,1.469061876247505,95.20381385607243,220.35716713741886,417.1792230472763,211,0.990521327014218,115.64151483227079,240.88032008779828,459.96148617891095
13,hard_outage,naive_retry,540,0.9962962962962963,0,2,660.7999999999968,1228.2527881040833,1.4777777777777779,100.99850579086032,226.77055600374308,288.2897514045094,234,0.9914529914529915,122.27283810278254,247.37289439688607,292.564774559391
14,hard_outage,naive_retry,548,1.0,0,5,683.3999999999969,1247.0802919707974,1.4744525547445255,98.81042202764866,226.84384418407308,365.4846985820068,229,1.0,120.72165808778868,242.13797151269114,412.9285538567033
15,hard_outage,naive_retry,574,1.0,0,5,721.9999999999961,1257.8397212543487,1.4773519163763067,98.22569445335012,224.90733286799764,376.17272372945877,237,1.0,123.91823871324664,252.40697668589655,376.1756219216504
16,hard_outage,naive_retry,558,0.996415770609319,0,2,693.3999999999968,1247.1223021582675,1.4587813620071686,94.90952884912735,216.10562812042986,297.5131138395868,223,0.9910313901345291,119.37848569603057,224.58828291166265,259.3600884147586
17,hard_outage,naive_retry,504,1.0,0,5,619.9999999999975,1230.1587301587251,1.4603174603174602,100.39353283802711,230.25920735878526,309.82890099569704,208,1.0,130.02612684596625,254.87622932961744,382.77636559828034
18,hard_outage,naive_retry,520,1.0,0,3,642.799999999997,1236.1538461538403,1.4807692307692308,101.21390467311676,220.26792041433328,323.7196226664978,228,1.0,121.52676707008504,252.282077558458,340.9338204108674
19,hard_outage,naive_retry,512,1.0,0,4,617.1999999999977,1205.4687499999955,1.4296875,94.27418575654383,205.9144407709398,294.924074768845,197,1.0,122.49853526231118,220.30256689353155,383.37198243552575
20,hard_outage,naive_retry,521,1.0,0,3,621.3999999999975,1192.7063339731237,1.416506717850288,97.05339696493638,220.66702176189847,286.2304265414068,196,1.0,122.5611381807189,238.63990575503976,507.19075190824174
21,hard_outage,naive_retry,544,0.9981617647058824,0,2,668.3999999999972,1230.939226519332,1.4338235294117647,94.97758681625874,236.53196545064543,305.7097786966415,208,0.9951923076923077,124.59623771788961,263.27872546616663,364.96695098411556
22,hard_outage,naive_retry,557,0.9982046678635548,0,4,675.5999999999968,1215.107913669059,1.450628366247756,99.33919074500864,209.01118192706917,273.7971722253096,230,0.9956521739130435,118.33442248969186,244.30340452554105,302.32458154678307
23,hard_outage,naive_retry,534,1.0,0,2,659.1999999999966,1234.456928838945,1.4794007490636705,95.90480593064217,240.2504702328563,317.39750026831916,233,1.0,119.02595711290041,276.1206791586237,379.3315401938438
24,hard_outage,naive_retry,568,1.0,0,1,696.5999999999966,1226.4084507042194,1.4630281690140845,98.22987956273164,218.08239587273442,294.3604535662464,239,1.0,119.47750664707291,241.54257775862425,294.3604535662464
25,hard_outage,naive_retry,535,0.9981308411214953,0,5,666.7999999999969,1248.689138576773,1.4635514018691589,95.6468104201856,215.31350663063813,361.7716129430273,217,0.9953917050691244,123.24950358024125,264.6343704043711,418.41496045904705
26,hard_outage,naive_retry,502,0.9960159362549801,0,3,623.5999999999973,1247.1999999999946,1.4721115537848606,99.40800852545419,224.99385371151948,325.1165390094736,209,0.9904306220095693,119.88858347737369,246.88348940633432,385.6215270615153
27,hard_outage,naive_retry,542,1.0,0,4,667.3999999999969,1231.365313653131,1.4870848708487086,99.00433143745772,217.55825994209158,314.6728376835281,243,1.0,123.6330341826224,229.47943306998695,477.6474048963114
28,hard_outage,naive_retry,524,0.9980916030534351,0,4,644.5999999999973,1232.5047801147175,1.4541984732824427,98.10905834863115,230.24049903227683,335.35228257818517,214,0.9953271028037384,127.08225804123299,262.2792825567758,331.40357401515644
29,hard_outage,naive_retry,535,1.0,0,4,678.7999999999964,1268.7850467289652,1.5102803738317756,103.37408339668855,226.23112854005103,303.62933392932155,238,1.0,123.51021228669697,279.91010558986704,387.24857647339195
30,hard_outage,naive_retry,512,0.998046875,0,4,648.5999999999971,1269.2759295498963,1.498046875,98.66270160923318,223.5721943789921,349.2373244593073,222,0.9954954954954955,121.20660342685028,250.2191170125459,484.08195522038227
1,hard_outage,sync_gateway,513,0.9707602339181286,0,0,605.1999999999972,1215.261044176701,1.0740740740740742,81.3683291179824,184.75165201880532,290.0866646789714,212,0.9764150943396226,97.68370400940807,208.70958095736114,312.01429669132085
2,hard_outage,sync_gateway,540,0.9796296296296296,0,0,628.5999999999975,1188.279773156895,1.0611111111111111,85.96410132978804,185.889464021016,262.45199394539304,214,0.985981308411215,97.05074337700057,203.8528341533065,274.20530504764406
3,hard_outage,sync_gateway,526,0.9638783269961977,0,0,614.7999999999976,1212.623274161731,1.0513307984790874,81.68835105354538,184.70990007250543,242.15382593893787,219,0.9771689497716894,92.46212810932502,207.759516507429,250.62010633776504
4,hard_outage,sync_gateway,549,0.9617486338797814,0,0,651.1999999999972,1233.333333333328,1.0692167577413478,82.47597024038669,177.7328110869944,228.39713854494357,241,0.9585062240663901,94.24988455693165,196.01267307393027,229.41806479754473
5,hard_outage,sync_gateway,522,0.9693486590038314,0,0,612.3999999999977,1210.2766798418927,1.0747126436781609,83.68927195825518,200.98318454965965,262.36914143731883,215,0.9813953488372092,92.98870576101126,224.15869418437728,266.3583013168251
6,hard_outage,sync_gateway,563,0.9662522202486679,0,0,663.1999999999971,1219.1176470588182,1.0603907637655416,87.69123824363032,181.89294234927002,275.74395264393524,239,0.9623430962343096,95.68273683438042,212.19679255733536,275.74395264393524
7,hard_outage,sync_gateway,540,0.9611111111111111,0,0,629.5999999999976,1213.1021194604964,1.0685185185185184,81.99594064127177,191.08443915071666,299.14788307177037,212,0.9481132075471698,96.24404531852838,204.4641614096895,276.1844366163707
8,hard_outage,sync_gateway,545,0.9761467889908257,0,0,635.7999999999972,1195.112781954882,1.0587155963302752,82.38927538866676,194.37611620071607,263.68440589915633,220,0.9772727272727273,98.77758722963154,222.1317243317567,308.11033699578024
9,hard_outage,sync_gateway,595,0.9697478991596639,0,0,710.7999999999962,1231.8890814557992,1.0554621848739496,82.75682396488543,190.671183903969,279.7519973032574,273,0.9743589743589743,90.2298064960487,207.48332986707828,290.0097855124923
10,hard_outage,sync_gateway,518,0.9633204633204633,0,0,605.3999999999979,1213.2264529058075,1.0637065637065637,81.77645539194873,195.41236864765233,273.0416996139238,206,0.9660194174757282,88.52542890780978,216.6106144779344,366.06275062595864
11,hard_outage,sync_gateway,542,0.977859778597786,0,0,644.1999999999969,1215.4716981132017,1.0719557195571956,80.56867007613107,204.3628716833514,292.11003048732255,243,0.9835390946502057,94.49905866407858,219.70058957695005,345.2920541847541
12,hard_outage,sync_gateway,501,0.9500998003992016,0,0,593.7999999999975,1247.4789915966333,1.0758483033932136,86.91394433135247,188.21338872243223,303.5384089439399,211,0.9478672985781991,98.44643030007637,188.88792825080236,303.5384089439399
13,hard_outage,sync_gateway,540,0.9685185185185186,0,0,641.5999999999967,1226.7686424474125,1.0703703703703704,86.50778357795184,197.3312244048135,261.37254842805396,234,0.9658119658119658,98.55581317062115,205.1461651977986,277.4155814153753
14,hard_outage,sync_gateway,548,0.9762773722627737,0,0,643.999999999997,1203.7383177570039,1.0675182481751824,86.01195176550073,194.33522746421932,281.95122414450134,229,0.9781659388646288,97.14437449080015,204.9393556061334,327.93053175960404
15,hard_outage,sync_gateway,574,0.9686411149825784,0,0,673.3999999999966,1211.1510791366843,1.0609756097560976,82.02975489703954,191.81484122635788,265.1574298563005,237,0.9915611814345991,92.24485932562857,204.33989291917214,288.1479629780056
16,hard_outage,sync_gateway,558,0.9498207885304659,0,0,652.799999999997,1231.6981132075416,1.060931899641577,83.83652502826692,178.48076741070645,229.55018836171178,223,0.9596412556053812,92.00561349461759,196.99973861834246,229.36008841475882
17,hard_outage,sync_gateway,504,0.9682539682539683,0,0,591.3999999999976,1211.8852459016346,1.0654761904761905,81.54507497981194,195.6026697082757,320.26165537647466,208,0.9663461538461539,92.47090611706176,206.03223973928243,320.26165537647466
18,hard_outage,sync_gateway,520,0.9730769230769231,0,0,615.599999999997,1216.600790513828,1.073076923076923,88.54108796091612,212.23800711372587,315.2138519186101,228,0.9868421052631579,100.0502698050509,236.0818803378147,406.43802702351127
19,hard_outage,sync_gateway,512,0.97265625,0,0,598.599999999998,1202.00803212851,1.078125,81.0145127721662,185.59364719821156,258.2515597427855,197,0.9746192893401016,86.70102026509608,200.88325317332828,325.50177153927325
20,hard_outage,sync_gateway,521,0.9692898272552783,0,0,606.3999999999974,1200.7920792079155,1.0690978886756237,83.97606139140231,180.547573927925,256.1267528733481,196,0.9693877551020408,100.50897865044726,236.4073696623734,277.9370438254764
21,hard_outage,sync_gateway,544,0.9632352941176471,0,0,629.7999999999976,1201.9083969465603,1.0606617647058822,81.442025109513,181.67831316878153,273.75476398871615,208,0.9759615384615384,94.59623771788961,196.7952021149814,292.81628341325177
22,hard_outage,sync_gateway,557,0.9587073608617595,0,0,653.5999999999968,1223.9700374531776,1.0556552962298025,83.06187058207058,176.22065751901823,275.56005399219885,230,0.9521739130434783,90.47744391519677,199.6295975571942,318.32873346943734
23,hard_outage,sync_gateway,534,0.9662921348314607,0,0,634.1999999999969,1229.0697674418545,1.0674157303370786,78.84077311032615,177.92937703359803,225.508332052274,233,0.9656652360515021,90.62892828039867,201.92808210698013,242.8135060367547
24,hard_outage,sync_gateway,568,0.9735915492957746,0,0,673.9999999999965,1218.8065099457442,1.0651408450704225,79.26402393439542,195.77772375713676,264.1815602656668,239,0.9748953974895398,89.47750664707291,229.90440227383237,302.23818091160047
25,hard_outage,sync_gateway,535,0.9700934579439252,0,0,629.7999999999973,1213.4874759152165,1.074766355140187,85.92698267669402,206.05762212209152,262.14556796818533,217,0.9539170506912442,97.82517475968098,225.20183045774183,266.95933208923657
26,hard_outage,sync_gateway,502,0.9701195219123506,0,0,589.1999999999977,1209.8562628336706,1.0697211155378485,82.77276035816249,184.34181462647712,258.4709444969276,209,0.9712918660287081,97.20064272043851,200.743021522424,280.60493985882385
27,hard_outage,sync_gateway,542,0.959409594095941,0,0,644.7999999999972,1239.9999999999948,1.0830258302583027,83.82585675521068,187.7131890317155,238.60214808218507,243,0.9547325102880658,98.01355638246719,207.2197974366311,238.60214808218507
28,hard_outage,sync_gateway,524,0.9809160305343512,0,0,614.9999999999974,1196.498054474703,1.0591603053435115,82.7616588083549,186.47952530517085,262.5936398516467,214,0.9672897196261683,94.2254495815182,203.06960232321694,279.3962460652249
29,hard_outage,sync_gateway,535,0.9738317757009346,0,0,638.3999999999967,1225.3358925143891,1.074766355140187,84.1466746711535,187.17042835525422,254.73565381262608,238,0.9663865546218487,100.90425920006942,207.39316051539254,289.81464847385587
30,hard_outage,sync_gateway,512,0.9609375,0,0,606.3999999999975,1232.5203252032468,1.072265625,84.99510928214227,185.7510841117646,294.5085692096045,222,0.972972972972973,94.14370833687201,203.27768450277995,323.5483517832163
1,hard_outage,durable_workflow,513,0.9980506822612085,0,0,648.7999999999967,1267.1874999999934,1.1169590643274854,85.54296394018093,225.83194654566933,287.32816335261396,212,0.9952830188679245,92.69015150389328,237.2350681514779,320.1699144394331
2,hard_outage,durable_workflow,540,0.9981481481481481,0,0,662.7999999999972,1229.6846011131674,1.1,85.3548882098346,202.4797648398294,260.8139267059173,214,0.9953271028037384,98.62775647095464,215.7168042030944,268.5282157982567
3,hard_outage,durable_workflow,526,1.0,0,0,660.7999999999967,1256.273764258549,1.1102661596958174,84.22437354958402,200.10562430324106,277.63269761091533,219,1.0,99.65102183133331,216.84684195555224,277.63269761091533
4,hard_outage,durable_workflow,549,1.0,0,0,697.9999999999966,1271.4025500910684,1.0965391621129326,84.88645135885571,223.55883963785436,289.32833822948896,241,1.0,92.6774781727695,236.81688134187652,320.98015109659855
5,hard_outage,durable_workflow,522,1.0,0,0,631.7999999999972,1210.3448275862017,1.1053639846743295,90.7464033876903,200.90214580884037,261.9135688194465,215,1.0,103.57669455929863,201.43052740733242,262.36914143731883
6,hard_outage,durable_workflow,563,0.9946714031971581,0,0,705.1999999999964,1259.2857142857079,1.0994671403197158,86.64682218821997,222.04937682407535,318.1730120286793,239,0.9874476987447699,96.4493618595261,237.99390932894016,326.5365896170217
7,hard_outage,durable_workflow,540,1.0,0,0,663.999999999997,1229.629629629624,1.0925925925925926,84.05896209404546,212.8248108276482,302.20679043112455,212,1.0,99.69957607613628,233.8428479753684,302.20679043112455
8,hard_outage,durable_workflow,545,1.0,0,0,675.1999999999965,1238.8990825688008,1.0954128440366973,85.96145122521921,198.84852108401458,308.11033699578024,220,1.0,104.51923206865376,235.32231450080963,312.98958347074836
9,hard_outage,durable_workflow,595,0.9983193277310924,0,0,757.5999999999958,1275.4208754208685,1.1109243697478992,92.8211418635542,208.70444463051035,267.3047909271372,273,0.9963369963369964,98.64420772977019,221.80716714625805,267.3047909271372
10,hard_outage,durable_workflow,518,0.9980694980694981,0,1,645.399999999997,1248.3558994197235,1.1003861003861004,86.66054017155614,203.62650526303696,290.2352165729458,206,0.9951456310679612,95.00875587664382,212.75139964949176,352.08562006757234
11,hard_outage,durable_workflow,542,1.0,0,0,680.399999999996,1255.3505535055276,1.0977859778597785,85.21603713449167,198.77615126357068,316.593287251716,243,1.0,99.59273245283453,217.87933067490553,280.30422671787164
12,hard_outage,durable_workflow,501,1.0,0,0,619.7999999999972,1237.1257485029885,1.1077844311377245,87.40922769613806,209.81189926981764,292.29833628005827,211,1.0,96.18326583766702,244.83535415259712,423.9031591244361
13,hard_outage,durable_workflow,540,1.0,0,0,670.7999999999967,1242.222222222216,1.098148148148148,89.17532116070561,210.7727106489676,288.2897514045094,234,1.0,97.78133018243875,222.24891966109135,374.5862096673709
14,hard_outage,durable_workflow,548,0.9981751824817519,0,0,680.1999999999965,1243.5100548446005,1.1076642335766422,86.25353903012729,205.61531796433087,298.9824421562382,229,0.9956331877729258,98.50807928836275,213.72015432481135,298.9824421562382
15,hard_outage,durable_workflow,574,1.0,0,0,715.7999999999959,1247.0383275261252,1.1097560975609757,87.00844287269229,203.6920752669971,284.11711466908764,237,1.0,94.9603208107576,202.35511819219357,281.2487927013972
16,hard_outage,durable_workflow,558,0.9982078853046595,0,0,696.3999999999963,1250.2692998204602,1.114695340501792,81.90220044544571,204.70465665357187,306.44335526037537,223,0.9955156950672646,87.83844071014892,215.61197771393722,270.5181607194986
17,hard_outage,durable_workflow,504,0.998015873015873,0,0,614.5999999999974,1221.8687872763367,1.0992063492063493,86.19158818837195,197.93865807179327,316.1400653469805,208,0.9951923076923077,100.30259120469691,225.91518366686796,328.2710910970984
18,hard_outage,durable_workflow,520,1.0,0,0,646.7999999999968,1243.8461538461477,1.126923076923077,87.21988404965862,210.76145921225088,279.1055603730865,228,1.0,95.51895452615076,232.3255661926305,352.95983234497317
19,hard_outage,durable_workflow,512,0.99609375,0,0,646.1999999999965,1267.058823529405,1.103515625,87.54187219089181,195.96356864165818,279.96735983281576,197,0.9898477157360406,99.18735914913668,195.96356864165818,312.34022206862664
20,hard_outage,durable_workflow,521,0.9980806142034548,0,0,632.1999999999969,1215.7692307692248,1.0959692898272553,85.79539997564109,208.63990575503976,273.6453731020506,196,1.0,110.24335805162559,228.79891715553254,277.9370438254764
21,hard_outage,durable_workflow,544,0.9981617647058824,0,0,665.3999999999971,1225.4143646408786,1.1066176470588236,81.66476033629988,206.92499162247577,295.016521046713,208,0.9951923076923077,99.64402064005822,212.87444253688705,313.63188521201664
22,hard_outage,durable_workflow,557,0.9892280071813285,1,0,674.5999999999964,1224.319419237743,1.0843806104129263,88.46925772546683,193.21441405344058,284.45773345120506,230,0.9739130434782609,102.88424289569684,217.41289958236757,292.3621998427202
23,hard_outage,durable_workflow,534,0.99812734082397,0,0,676.7999999999964,1269.7936210131265,1.104868913857678,84.08329552289183,212.96378275024585,339.59647662067664,233,0.9957081545064378,101.16632003765972,247.28341767306983,367.4254032896388
24,hard_outage,durable_workflow,568,1.0,0,0,710.399999999996,1250.7042253521056,1.0950704225352113,84.11025436519822,197.97111186384313,281.48431502796757,239,1.0,95.95059608203337,223.2322842168851,344.4285965295519
25,hard_outage,durable_workflow,535,0.9981308411214953,0,0,665.1999999999965,1245.6928838951246,1.1065420560747663,88.26244587835373,217.4152370504321,271.8987367308464,217,0.9953917050691244,96.41169217167021,251.9764609163451,341.4905226834494
26,hard_outage,durable_workflow,502,1.0,0,0,631.199999999997,1257.3705179282808,1.1055776892430278,87.1518320660407,209.39195763355656,280.7578155255454,209,1.0,105.4819678797246,247.8966575761665,351.99094652146175
27,hard_outage,durable_workflow,542,0.9981549815498155,0,0,669.9999999999967,1238.4473197781824,1.1014760147601477,89.82157413626601,197.35735671103953,253.8864840941668,243,0.9958847736625515,98.26557293564906,203.3707649910575,254.25561789216988
28,hard_outage,durable_workflow,524,1.0,0,0,640.5999999999971,1222.5190839694599,1.0877862595419847,87.12646097841025,210.81215977302622,322.86205149011244,214,1.0,97.9669683118243,229.7966561529861,269.9198511377035
29,hard_outage,durable_workflow,535,1.0,0,0,673.1999999999964,1258.3177570093392,1.1065420560747663,84.66933863529647,211.98876116472047,291.99769894769133,238,1.0,99.51038451214345,237.2276423915264,313.9062017300487
30,hard_outage,durable_workflow,512,1.0,0,0,645.399999999997,1260.546874999994,1.111328125,86.10462317303273,222.56296745822328,323.54835178321605,222,1.0,98.82312588131435,250.6155000071576,360.9865223206341
1,generation_outage,naive_retry,513,1.0,0,1,844.9999999999962,1647.1734892787451,1.4678362573099415,114.63325733000056,279.457818447745,375.4427551556978,212,1.0,173.98935720031432,318.023043795336,375.4427551556978
2,generation_outage,naive_retry,540,0.9981481481481481,0,2,872.7999999999962,1619.2949907235552,1.4425925925925926,111.84123258277623,276.31128559526076,379.03805276348703,214,0.9953271028037384,179.87878609869563,327.2720790887531,398.24555865296475
3,generation_outage,naive_retry,526,0.9980988593155894,0,3,870.3999999999962,1657.9047619047547,1.4638783269961977,115.09451997354518,268.47788008441785,367.3430010662871,219,0.9954337899543378,170.345711212261,314.9473786697208,383.95966974648013
4,generation_outage,naive_retry,549,0.9963570127504554,0,3,912.9999999999961,1669.104204753192,1.4845173041894353,119.89847838286036,280.1200121875254,379.2900492156052,241,0.991701244813278,169.090634855252,334.52402731973325,394.8213257677089
5,generation_outage,naive_retry,522,1.0,0,3,872.9999999999962,1672.413793103441,1.4789272030651341,126.86936741221871,277.84233396174295,393.95582712674377,215,1.0,174.1551877506604,352.11217858611826,456.32171677573297
6,generation_outage,naive_retry,563,1.0,0,4,929.599999999996,1651.1545293072754,1.4600355239786855,119.1449100205923,292.6542309795393,391.620755912674,239,1.0,174.3898027158466,337.80973072185657,407.97349913371
7,generation_outage,naive_retry,540,0.9944444444444445,0,4,860.3999999999965,1602.2346368715016,1.4222222222222223,106.98391470352624,268.1413245132786,380.16278971811494,212,0.9858490566037735,177.685776891459,318.5840481353541,493.38758274103066
8,generation_outage,naive_retry,545,0.9963302752293578,0,2,884.1999999999962,1628.3609576427184,1.4495412844036697,114.1779445915513,266.9592425223086,358.3605261559651,220,1.0,169.20592377731305,308.6164045184321,381.49576578063056
9,generation_outage,naive_retry,595,0.9983193277310924,0,1,1011.1999999999953,1702.3569023568944,1.504201680672269,123.78598563966366,275.8140339405943,338.59384832232536,273,0.9963369963369964,173.28473456560994,299.0148900399579,429.0991125082144
10,generation_outage,naive_retry,518,0.9961389961389961,0,5,843.5999999999968,1634.8837209302264,1.4478764478764479,113.92275342966468,281.0141446569071,393.23806338138365,206,0.9902912621359223,173.61014678755896,351.6824013660789,505.63948076791894
11,generation_outage,naive_retry,542,0.9981549815498155,0,5,917.9999999999958,1696.8576709796594,1.5018450184501846,114.35898723147466,275.8085368416357,429.6673399491276,243,0.9958847736625515,173.69118772140337,348.77688303901164,473.7252395742894
12,generation_outage,naive_retry,501,0.998003992015968,0,2,833.3999999999965,1666.799999999993,1.4770459081836327,120.98277318472356,278.82513044810287,361.9663484713587,211,1.0,177.8268893058198,312.79806734322483,387.8473233929383
13,generation_outage,naive_retry,540,0.9962962962962963,0,4,902.1999999999961,1676.9516728624462,1.4962962962962962,117.31761390460304,287.03768121860367,388.3306441550893,234,0.9957264957264957,173.67827664494098,310.46212244442097,551.9482041603972
14,generation_outage,naive_retry,548,1.0,0,5,901.3999999999961,1644.890510948898,1.4653284671532847,113.61007420703525,298.6287959984006,412.7332696221215,229,1.0,179.14385342802643,330.90338589782186,444.8947984904187
15,generation_outage,naive_retry,574,0.9982578397212544,0,6,948.5999999999956,1655.4973821989452,1.4686411149825784,112.05577184731533,290.9534384843562,426.2995830207335,237,0.9957805907172996,169.02842440561244,365.8653173209516,475.98808154727567
16,generation_outage,naive_retry,558,0.9982078853046595,0,4,909.9999999999961,1633.7522441651636,1.4534050179211468,106.1820258175751,277.64647102900267,386.17660936920265,223,0.9955156950672646,164.83664294829077,308.3156275389247,415.1001729029624
17,generation_outage,naive_retry,504,0.996031746031746,0,6,832.1999999999966,1657.7689243027821,1.4662698412698412,112.98116476427231,308.2030982993547,435.1617992494348,208,0.9903846153846154,177.15641490706048,353.52443722911266,524.0314577559448
18,generation_outage,naive_retry,520,1.0,0,3,876.999999999996,1686.538461538454,1.5076923076923077,121.43790624857797,288.3360650092354,377.5104261720737,228,1.0,183.81060358771674,316.02778270125646,393.6171043422854
19,generation_outage,naive_retry,512,0.99609375,0,5,824.9999999999967,1617.647058823523,1.44140625,114.16459922958575,272.5215435356797,377.9888833038867,197,0.9898477157360406,182.57797933827533,311.4475013323122,422.82311053405124
20,generation_outage,naive_retry,521,0.9961612284069098,0,0,834.7999999999965,1608.4778420038467,1.4318618042226487,110.61583007195895,278.5768033182626,350.0482595890421,196,0.9897959183673469,187.09023701775095,315.8165670400115,359.6027352063535
21,generation_outage,naive_retry,544,0.9981617647058824,0,3,876.1999999999964,1613.6279926335108,1.4301470588235294,109.77379241139806,279.55923945579343,380.0081932777098,208,0.9951923076923077,163.57361011647959,316.064556127209,395.54588077599965
22,generation_outage,naive_retry,557,0.9982046678635548,0,5,906.9999999999959,1631.2949640287698,1.4524236983842012,113.2115864169075,274.677261107445,434.1455627364518,230,1.0,173.78866682407306,317.6919686524841,479.8512946928224
23,generation_outage,naive_retry,534,1.0,0,3,894.7999999999961,1675.6554307116032,1.4812734082397003,114.76031063339599,293.74354225698914,402.47247260712015,233,1.0,167.10916946680004,333.9775274849892,422.86098688531
24,generation_outage,naive_retry,568,0.9982394366197183,0,2,930.3999999999959,1640.917107583767,1.4577464788732395,112.08276482828478,298.88676943564155,369.6876750028289,239,0.99581589958159,180.97105663458206,340.7459425517595,384.7900778573967
25,generation_outage,naive_retry,535,0.9981308411214953,0,2,879.999999999996,1647.9400749063595,1.4635514018691589,115.50695669268146,277.6612896180893,330.43933768043826,217,1.0,168.42558396962932,296.5249394329376,448.76029608551517
26,generation_outage,naive_retry,502,0.9960159362549801,0,4,819.1999999999965,1638.399999999993,1.4601593625498008,116.15464631332543,295.82250572228236,365.70115718562505,209,0.9904306220095693,172.32350731545137,329.2945566933199,378.0420006104339
27,generation_outage,naive_retry,542,0.9981549815498155,0,6,895.9999999999961,1656.1922365988837,1.4760147601476015,119.54069632450455,282.9099928306546,398.6238088683656,243,0.9958847736625515,162.0281116334013,310.5491019693244,536.4174230128747
28,generation_outage,naive_retry,524,0.9980916030534351,0,3,858.1999999999963,1640.9177820267614,1.4618320610687023,118.59839513273664,298.39641814777656,408.18178176100105,214,0.9953271028037384,179.169648510986,341.21120401533335,417.66923975182294
29,generation_outage,naive_retry,535,0.9981308411214953,0,6,913.7999999999956,1711.2359550561716,1.5046728971962617,121.22239934383242,294.92962981535675,437.30571841716096,238,0.9957983193277311,177.95305504595308,353.2458141007237,467.2691351219539
30,generation_outage,naive_retry,512,0.998046875,0,2,862.3999999999965,1687.6712328767053,1.494140625,116.63922538747101,290.69135741272703,374.7252737474548,222,0.9954954954954955,172.6973851593948,326.4331418075817,392.81225165115393
1,generation_outage,sync_gateway,513,0.5730994152046783,0,0,515.8,1754.421768707483,1.01364522417154,72.16231140753507,170.43119268286637,235.36545179815676,212,0.0660377358490566,116.65086611653442,178.18526542618383,178.18526542618383
2,generation_outage,sync_gateway,540,0.5814814814814815,0,0,541.5999999999999,1724.8407643312098,1.0074074074074073,79.07459457542063,183.74446268911925,242.50310655288877,214,0.06542056074766354,104.0364226658703,215.63429302603208,215.63429302603208
3,generation_outage,sync_gateway,526,0.55893536121673,0,0,527.2,1793.1972789115648,1.005703422053232,76.75212748947615,170.64269712671103,234.20486118775034,219,0.0593607305936073,127.17613212889864,234.20486118775034,234.20486118775034
4,generation_outage,sync_gateway,549,0.5573770491803278,0,0,550.1999999999999,1798.0392156862742,1.005464480874317,75.80653661599024,167.8668593911384,206.54854730726856,241,0.07053941908713693,95.57792669912988,222.3861786553466,222.3861786553466
5,generation_outage,sync_gateway,522,0.5478927203065134,0,0,523.5999999999999,1830.7692307692305,1.0076628352490422,74.72072704977381,175.93602705803914,237.86025566483158,215,0.03255813953488372,97.96217878989546,199.36660678031535,199.36660678031535
6,generation_outage,sync_gateway,563,0.5719360568383659,0,0,565.7999999999998,1757.1428571428567,1.0124333925399644,80.8318259426564,165.9075658572316,206.36673169051346,239,0.07112970711297072,119.63925289639542,206.36673169051346,206.36673169051346
7,generation_outage,sync_gateway,540,0.6037037037037037,0,0,541.5999999999999,1661.3496932515334,1.0074074074074073,75.5381316438943,182.82137415778652,292.47051064139487,212,0.07075471698113207,80.16099672818518,208.26426467722513,208.26426467722513
8,generation_outage,sync_gateway,545,0.5706422018348624,0,0,547.8,1761.4147909967844,1.0128440366972478,75.78853387555272,161.78131921814565,227.49950406043496,220,0.03636363636363636,115.48274672855268,149.71855179299882,149.71855179299882
