seed,scenario,strategy,jobs,success_rate,stranded,duplicate_generations,total_cost,cost_per_1k_success,retry_amplification,p50_completion_s,p95_completion_s,p99_completion_s,window_jobs,window_success_rate,window_p50_completion_s,window_p95_completion_s,window_p99_completion_s,label
1,generation_outage,durable_workflow,513,1.0,0,0,844.5999999999963,1646.3937621832285,1.46588693957115,112.19806203005828,279.457818447745,345.8193435506262,212,1.0,173.98935720031432,318.023043795336,375.4427551556978,floor=0.80
2,generation_outage,durable_workflow,540,1.0,0,0,868.3999999999962,1608.1481481481412,1.4388888888888889,110.98260601467746,291.5778597463848,379.03805276348703,214,1.0,182.0204071327346,327.2720790887531,398.24555865296475,floor=0.80
3,generation_outage,durable_workflow,526,0.9980988593155894,0,0,854.9999999999964,1628.5714285714216,1.4486692015209126,111.79414358805161,259.06543729367536,353.53078575868653,219,0.9954337899543378,169.53386514094427,304.11265609932207,363.892485637901,floor=0.80
4,generation_outage,durable_workflow,549,0.9981785063752276,0,0,915.7999999999961,1671.1678832116716,1.477231329690346,114.22187718013265,295.59130661879317,384.749023802171,241,0.995850622406639,178.673918917048,329.61810677415633,429.5735772459427,floor=0.80
5,generation_outage,durable_workflow,522,1.0,0,0,858.3999999999962,1644.4444444444373,1.4674329501915708,119.73033826839651,279.9200260141956,381.6776218337417,215,1.0,167.03460723434318,317.1559069176076,422.0273776745662,floor=0.80
6,generation_outage,durable_workflow,563,0.9964476021314387,0,0,926.599999999996,1651.693404634574,1.463587921847247,119.65494120737094,282.6152970613307,382.90240996757575,239,0.9916317991631799,174.99284299890132,321.4510446051827,429.9464223169441,floor=0.80
7,generation_outage,durable_workflow,540,1.0,0,0,848.7999999999968,1571.8518518518458,1.412962962962963,105.62494437075827,295.02711653229653,364.8628650818996,212,1.0,175.91427742821338,338.3901657939625,430.29492030091365,floor=0.80
8,generation_outage,durable_workflow,545,1.0,0,0,884.7999999999961,1623.486238532103,1.4458715596330276,114.51237982354274,280.8853507438489,384.852343012489,220,1.0,169.49101716180326,340.9470420603245,436.6774502639039,floor=0.80
9,generation_outage,durable_workflow,595,1.0,0,0,1009.3999999999954,1696.4705882352864,1.4991596638655462,124.15229061639502,275.13192057123445,356.73423465139285,273,1.0,174.6536011875437,301.8478890801473,429.0991125082144,floor=0.80
10,generation_outage,durable_workflow,518,0.9980694980694981,0,0,839.5999999999967,1623.9845261121793,1.4478764478764479,108.86491010373788,281.49824888401554,399.78688214496833,206,0.9951456310679612,171.3062231389165,374.4817326645825,433.5586633368631,floor=0.80
11,generation_outage,durable_workflow,542,1.0,0,0,915.199999999996,1688.5608856088486,1.4944649446494465,120.59035235705437,288.463040449931,411.87183469937395,243,1.0,170.1728577409308,340.2008815837198,456.030424152661,floor=0.80
12,generation_outage,durable_workflow,501,1.0,0,0,836.3999999999965,1669.461077844304,1.4810379241516967,123.99619310233402,277.07518857394916,381.98465097403187,211,1.0,179.75302772668238,322.47670082766854,475.889452019931,floor=0.80
13,generation_outage,durable_workflow,540,0.9944444444444445,0,0,899.999999999996,1675.9776536312777,1.4777777777777779,111.33864478289775,292.2358181383263,385.406001369764,234,0.9871794871794872,178.15097583622946,334.1573047351876,484.21337098345407,floor=0.80
14,generation_outage,durable_workflow,548,0.9963503649635036,0,0,912.1999999999961,1670.6959706959635,1.4817518248175183,118.98542459403711,298.8059357596253,413.5067794618333,229,0.9912663755458515,186.4909726507226,337.22057641631045,437.7771328486949,floor=0.80
15,generation_outage,durable_workflow,574,1.0,0,0,950.7999999999954,1656.4459930313508,1.4686411149825784,117.45927915554103,288.2586670456958,422.9474572326069,237,1.0,174.51673716048322,367.56805060950023,468.9624189449901,floor=0.80
16,generation_outage,durable_workflow,558,1.0,0,0,891.9999999999961,1598.5663082437206,1.4318996415770608,104.23154465206244,271.11479526848007,355.529230216732,223,1.0,173.48058955540296,303.2136340431232,416.37376792410373,floor=0.80
17,generation_outage,durable_workflow,504,1.0,0,0,808.1999999999967,1603.5714285714223,1.4365079365079365,111.72249202965668,275.3293278216721,391.9843073068355,208,1.0,172.44949826233847,345.7512374876144,406.6469689365929,floor=0.80
18,generation_outage,durable_workflow,520,0.9961538461538462,0,0,879.5999999999958,1698.06949806949,1.498076923076923,122.18174407357776,290.7930936828607,374.203675509862,228,0.9912280701754386,177.25402090184934,318.6960399279475,384.7650875998338,floor=0.80
19,generation_outage,durable_workflow,512,0.998046875,0,0,812.3999999999969,1589.8238747553755,1.435546875,111.36286955668953,256.167326221492,391.5593116858888,197,0.9949238578680203,176.44382335032083,341.8169012548367,508.673932591674,floor=0.80
20,generation_outage,durable_workflow,521,0.9961612284069098,0,0,834.7999999999965,1608.4778420038467,1.4318618042226487,110.61583007195895,278.5768033182626,350.0482595890421,196,0.9897959183673469,187.09023701775095,315.8165670400115,359.6027352063535,floor=0.80
21,generation_outage,durable_workflow,544,0.9981617647058824,0,1,868.3999999999965,1599.263351749533,1.4283088235294117,110.9012247290566,277.07343217152004,372.7860433195276,208,0.9951923076923077,164.64385326436332,325.1481190082104,380.0081932777098,floor=0.80
22,generation_outage,durable_workflow,557,0.9964093357271095,0,0,918.9999999999957,1655.855855855848,1.4703770197486534,119.8596409707568,296.013307220029,362.54360766474383,230,0.991304347826087,169.81080321860372,310.0026109337264,375.49849706424243,floor=0.80
23,generation_outage,durable_workflow,534,0.99812734082397,0,0,871.3999999999961,1634.8968105065594,1.4550561797752808,114.4929190660373,300.17502225470025,358.4082152288231,233,0.9957081545064378,167.10916946680004,337.7961821757119,370.26237850057123,floor=0.80
24,generation_outage,durable_workflow,568,0.9982394366197183,0,0,930.9999999999958,1641.975308641968,1.4595070422535212,110.20196327369968,302.1970823374834,357.1340825235286,239,0.99581589958159,171.97598631485607,335.05545375729685,362.9441275943318,floor=0.80
25,generation_outage,durable_workflow,535,0.9981308411214953,0,0,875.799999999996,1640.0749063670337,1.4598130841121495,113.18859624512743,270.52885465049076,381.4114915478938,217,1.0,168.42558396962932,323.1197750287704,448.32426009274445,floor=0.80
26,generation_outage,durable_workflow,502,1.0,0,0,820.5999999999966,1634.6613545816667,1.456175298804781,110.01192145414575,271.7329789880732,337.9921739899544,209,1.0,173.57116163894784,303.1768500969097,379.8743888450815,floor=0.80
27,generation_outage,durable_workflow,542,1.0,0,0,900.599999999996,1661.6236162361552,1.477859778597786,116.32855291843379,253.8864840941668,371.65587229366827,243,1.0,163.17463216304668,317.52920431285656,399.0773632752789,floor=0.80
28,generation_outage,durable_workflow,524,1.0,0,0,859.3999999999962,1640.0763358778554,1.463740458015267,112.6441432511815,269.4113357618162,384.018368553143,214,1.0,171.04225919326427,311.9831842261351,384.21012139003915,floor=0.80
29,generation_outage,durable_workflow,535,1.0,0,0,905.1999999999958,1691.9626168224222,1.4934579439252336,122.77504401037709,286.28263028519837,374.96385049169317,238,1.0,180.22499201346727,323.6305506507165,425.54269708255583,floor=0.80
30,generation_outage,durable_workflow,512,0.998046875,0,0,848.3999999999963,1660.2739726027326,1.474609375,115.84293845596312,261.054414228891,373.7711625665122,222,0.9954954954954955,176.5546358287893,311.24965025904066,386.5963387405923,floor=0.80
